transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
9707,134,2980.026934,QR,Clothing,US,2,0.890665077,0.811117978,1
8949,296,160.9628995,QR,Electronics,DE,11,0.230400313,0.104956715,0
913,758,103.1770025,QR,Electronics,DE,17,0.152511015,0.115846686,0
9354,658,84.741885,POS,Electronics,US,13,0.111905661,0.200818457,0
7120,934,109.7324002,ATM,Electronics,TR,17,0.239562004,0.246384884,0
4944,131,114.4082754,Online,Food,FR,13,0.023598267,0.124419078,0
2130,119,66.78088543,QR,Electronics,DE,13,0.038010047,0.298730379,0
9767,491,123.2100829,ATM,Food,NG,20,0.817881434,0.840411315,1
8934,671,94.46754258,ATM,Travel,UK,20,0.093915253,0.244229275,0
8055,800,149.2367343,QR,Travel,UK,20,0.195279736,0.131533411,0
86,379,90.81333626,QR,Clothing,DE,7,0.054838841,0.050484266,0
4602,269,159.0500266,QR,Travel,UK,19,0.036692457,0.174851749,0
2330,549,58.65097002,ATM,Travel,DE,22,0.19193779,0.022018039,0
4172,34,98.16986687,Online,Grocery,DE,6,0.298988698,0.148607627,0
7705,22,118.2785777,QR,Electronics,TR,10,0.054076257,0.210799489,0
7642,633,74.16614465,QR,Electronics,US,19,0.282516288,0.088334601,0
4721,78,106.6429341,ATM,Grocery,US,16,0.155296374,0.212457656,0
1794,572,87.50984228,POS,Food,DE,21,0.270799347,0.191474033,0
1639,715,165.3030731,POS,Travel,DE,21,0.130049966,0.091685143,0
3228,836,154.3154377,QR,Electronics,TR,20,0.146225869,0.12816006,0
8799,40,102.9377694,Online,Food,FR,15,0.113233587,0.243140466,0
9315,916,55.04884431,POS,Electronics,TR,22,0.177158528,0.188533735,0
6843,696,163.1045248,QR,Electronics,UK,17,0.019738159,0.030901632,0
4702,100,18.29420741,QR,Grocery,UK,16,0.26946665,0.214255158,0
1008,590,184.616486,ATM,Food,DE,18,0.21770022,0.003197449,0
3941,914,139.0733707,POS,Travel,TR,12,0.027905857,0.203325132,0
1833,188,55.60721463,Online,Grocery,US,23,0.146781547,0.144756118,0
2948,334,180.0281254,Online,Grocery,DE,12,0.264885527,0.089487919,0
307,64,38.37119727,ATM,Food,US,15,0.23985129,0.033088711,0
8958,350,83.95124153,Online,Travel,FR,12,0.258664279,0.147888922,0
5334,560,85.74057766,POS,Grocery,TR,10,0.221837885,0.006927155,0
3573,928,74.37099481,POS,Travel,TR,12,0.28177347,0.030313664,0
2522,437,136.1791143,POS,Grocery,UK,20,0.088523021,0.055988714,0
6112,424,88.72784363,POS,Clothing,US,14,0.17067244,0.250961891,0
337,386,82.77067321,QR,Electronics,FR,12,0.105652409,0.146343903,0
7535,283,111.7318998,ATM,Travel,FR,13,0.21054812,0.221644085,0
4621,681,23.48929271,QR,Food,US,17,0.221927826,0.117526933,0
8844,651,93.27424361,POS,Electronics,UK,17,0.126667188,0.257990264,0
8217,645,107.0852358,ATM,Food,FR,19,0.205863262,0.114855078,0
5997,670,88.21732997,ATM,Electronics,FR,10,0.062961326,0.163154602,0
2949,440,80.26087954,QR,Grocery,TR,7,0.140567309,0.017628058,0
1737,26,74.13185054,Online,Clothing,DE,15,0.054407314,0.170555808,0
3318,779,84.82561203,Online,Food,TR,21,0.078348469,0.059185025,0
1843,939,105.3874067,QR,Grocery,UK,9,0.137899601,0.148009098,0
5879,165,61.06550184,QR,Electronics,FR,15,0.266154924,0.107059241,0
4099,466,87.25501923,Online,Clothing,UK,18,0.037050096,0.25236918,0
4257,78,88.91073995,ATM,Travel,UK,14,0.141592652,0.069259399,0
3263,7,141.7629784,QR,Grocery,US,21,0.246327726,0.20184051,0
6115,847,86.88382019,Online,Grocery,FR,6,0.180108713,0.165725346,0
6927,786,106.4682169,QR,Food,US,9,0.160342637,0.065845677,0
2905,617,141.0490967,Online,Travel,UK,19,0.015739618,0.033823308,0
6423,811,121.8254566,ATM,Electronics,FR,20,0.113831314,0.224080436,0
7150,100,167.0333115,POS,Food,TR,23,0.072633688,0.009922817,0
325,524,157.9798145,POS,Electronics,UK,11,0.089972547,0.024248823,0
3421,506,156.1588473,POS,Grocery,TR,13,0.285268532,0.174233713,0
7951,386,57.50641643,ATM,Grocery,US,15,0.246798227,0.210640025,0
7676,220,117.271191,ATM,Electronics,FR,18,0.050368751,0.237031781,0
7057,925,152.4203316,Online,Clothing,TR,12,0.141160155,0.140057533,0
6561,168,85.64350719,POS,Travel,DE,18,0.083804212,0.12367594,0
594,73,124.6758018,ATM,Travel,FR,17,0.035825929,0.004624552,0
7855,961,75.23483787,Online,Clothing,TR,17,0.067695511,0.092986552,0
5086,138,151.649804,ATM,Clothing,DE,17,0.075099443,0.089017854,0
1482,631,91.29296414,POS,Grocery,TR,20,0.183022188,0.085810233,0
4463,272,106.0630331,POS,Food,TR,20,0.296069504,0.13338845,0
5937,858,157.2733493,Online,Electronics,FR,21,0.200844852,0.295149923,0
3834,938,172.6834087,ATM,Clothing,DE,21,0.092760903,0.15585874,0
2113,978,41.06653819,Online,Food,FR,16,0.073242536,0.12362519,0
3293,51,155.8790366,QR,Food,DE,6,0.196873459,0.001199022,0
4340,326,132.167509,POS,Travel,FR,16,0.261121768,0.272612005,0
2556,677,70.52763407,ATM,Grocery,FR,6,0.26995064,0.060847962,0
9283,138,81.03770461,ATM,Grocery,DE,16,0.132733826,0.136792367,0
7036,501,121.1975834,ATM,Travel,UK,17,0.023683359,0.278616281,0
8146,705,97.68992644,POS,Food,US,19,0.189478388,0.038550973,0
2384,653,35.16336513,QR,Clothing,UK,15,0.114403187,0.17182841,0
531,581,141.1116091,POS,Food,DE,9,0.146344585,0.205541648,0
606,763,1,Online,Travel,TR,18,0.167733602,0.117479715,0
5410,6,67.31227537,ATM,Food,DE,18,0.222029311,0.19772395,0
6167,325,107.466692,POS,Clothing,TR,21,0.132717296,0.160057399,0
5616,724,117.5435267,POS,Electronics,FR,19,0.019710168,0.037630934,0
7325,212,21.59696203,POS,Food,US,17,0.213530605,0.059042889,0
8220,637,117.4440916,QR,Grocery,UK,22,0.069180992,0.142213613,0
5759,991,154.8335444,QR,Electronics,DE,7,0.020269381,0.101113775,0
6998,965,106.1954123,ATM,Food,FR,14,0.070266462,0.119929738,0
3530,18,98.46719473,Online,Electronics,FR,21,0.138954213,0.231211321,0
1053,207,101.5337588,ATM,Grocery,FR,22,0.105668089,0.004546444,0
4627,552,50.27203768,ATM,Electronics,UK,19,0.192904658,0.183587518,0
3762,146,91.91428419,Online,Travel,US,22,0.25937537,0.190438351,0
3553,160,122.3946429,Online,Electronics,TR,11,0.095717507,0.068541287,0
7196,869,84.37238455,Online,Electronics,FR,6,0.070041667,0.182485125,0
2968,588,145.0842561,POS,Travel,DE,18,0.22513207,0.026378063,0
3712,318,98.9299251,QR,Travel,US,9,0.263745692,0.154538224,0
2285,614,70.78524852,ATM,Travel,TR,17,0.19140995,0.078651134,0
745,952,111.0183774,POS,Clothing,UK,23,0.089168952,0.123172371,0
7864,614,1,Online,Clothing,UK,16,0.147149811,0.282807593,0
43,900,37.07925847,ATM,Electronics,UK,13,0.216724923,0.081099296,0
6942,927,100.2918416,ATM,Clothing,TR,10,0.117353557,0.15321047,0
4219,891,77.48882235,QR,Travel,UK,14,0.183741547,0.013448711,0
4066,98,97.05267332,QR,Grocery,UK,10,0.205450462,0.297577516,0
8318,756,56.23639507,Online,Grocery,TR,10,0.240533414,0.119728687,0
6146,872,32.5174985,Online,Food,DE,12,0.181708835,0.000555104,0
4184,966,124.0585779,QR,Travel,FR,9,0.09342096,0.079049123,0
3194,854,65.46957293,ATM,Food,US,11,0.12771142,0.17926787,0
8584,711,210.9080453,POS,Travel,US,8,0.044173645,0.210460876,0
424,217,119.6557328,Online,Grocery,US,20,0.286451266,0.174999291,0
3314,210,144.4776816,Online,Clothing,TR,6,0.20012458,0.044998666,0
8960,649,78.26284684,POS,Food,FR,12,0.206686334,0.274822528,0
109,732,19.24840639,POS,Food,TR,10,0.166823321,0.011195686,0
4480,113,37.03143625,ATM,Travel,UK,22,0.095185661,0.240131579,0
4796,537,104.5291962,POS,Food,UK,8,0.268615849,0.180445085,0
6330,58,86.38101885,QR,Food,UK,14,0.271758255,0.146512289,0
867,312,75.5079029,Online,Food,DE,13,0.236228501,0.15546339,0
1824,112,105.4391682,Online,Grocery,DE,14,0.235306964,0.055018782,0
7064,798,70.68988907,Online,Grocery,TR,19,0.097561225,0.273767111,0
8895,942,149.8408145,POS,Food,US,13,0.022604023,0.226676579,0
5960,146,44.12724956,ATM,Grocery,TR,21,0.147296145,0.140631145,0
3984,142,107.7827099,POS,Travel,DE,17,0.296806051,0.012771521,0
6014,969,41.23599417,ATM,Grocery,US,8,0.283200699,0.052178059,0
8630,204,77.86142217,Online,Electronics,TR,8,0.078139771,0.003639616,0
1439,204,82.36575505,ATM,Travel,TR,21,0.073022677,0.022138133,0
740,535,1,ATM,Electronics,UK,13,0.084485914,0.24934689,0
4616,208,120.5415982,QR,Food,DE,20,0.063605047,0.205365953,0
4920,363,96.41355091,QR,Food,UK,16,0.091892895,0.105680584,0
6556,945,125.608556,POS,Food,UK,19,0.141051344,0.029068851,0
4190,297,104.5869938,QR,Grocery,TR,11,0.281700545,0.043407941,0
7948,731,62.52687683,Online,Travel,UK,16,0.195079182,0.119453051,0
4125,913,50.71259627,Online,Grocery,US,19,0.1132207,0.035357141,0
6976,802,145.3069459,POS,Clothing,DE,22,0.16603222,0.149478861,0
5683,67,106.2904977,POS,Grocery,DE,16,0.169178156,0.209119941,0
7210,362,165.0453227,Online,Electronics,US,14,0.289507856,0.078139874,0
941,457,75.23519646,POS,Clothing,FR,23,0.143434555,0.235300987,0
6431,648,98.47105376,POS,Clothing,FR,15,0.073276109,0.002242591,0
4159,111,26.47646531,POS,Grocery,TR,14,0.032660864,0.240526706,0
6650,520,79.80505446,Online,Travel,DE,16,0.025056308,0.25058964,0
9530,630,10,POS,Clothing,UK,18,0.919231159,0.860956757,1
9017,919,99.12513272,ATM,Electronics,FR,15,0.193771091,0.028144138,0
4607,9,109.6732685,QR,Food,DE,18,0.229499059,0.082011075,0
888,182,42.01896942,ATM,Travel,UK,23,0.098762296,0.08675059,0
3051,655,30.69757297,ATM,Electronics,UK,16,0.176761753,0.094305225,0
5333,897,205.6259645,ATM,Electronics,UK,6,0.159705103,0.166952121,0
2474,871,200.0053846,QR,Grocery,UK,16,0.047781939,0.079764555,0
5575,669,81.3042927,POS,Clothing,UK,18,0.279968305,0.141087354,0
8778,794,125.9457521,POS,Electronics,FR,17,0.147910641,0.081100129,0
504,445,28.69431414,ATM,Grocery,UK,18,0.17645072,0.089229118,0
9865,543,10,Online,Electronics,NG,8,0.851749836,0.751609944,1
1552,643,62.81419574,ATM,Clothing,DE,19,0.000559324,0.287690226,0
6778,68,117.3880324,POS,Travel,US,21,0.271888343,0.199214676,0
9186,481,134.9487909,Online,Travel,TR,15,0.145231338,0.09511242,0
5030,951,171.3418071,POS,Clothing,TR,19,0.164664512,0.014425253,0
1716,55,18.86257973,Online,Grocery,DE,8,0.153208176,0.003382167,0
1481,72,143.4337636,POS,Electronics,TR,23,0.003948911,0.01065887,0
115,232,66.09237694,ATM,Electronics,FR,10,0.053675374,0.103076796,0
2496,236,172.4205835,QR,Grocery,UK,18,0.175144692,0.261591522,0
9162,549,142.4248034,ATM,Electronics,US,7,0.18409345,0.158573486,0
6694,292,94.65706496,QR,Grocery,DE,23,0.088791935,0.253763879,0
5496,788,44.51395859,QR,Grocery,UK,23,0.231087852,0.101795739,0
6231,298,142.6144845,Online,Grocery,TR,8,0.083112566,0.038950937,0
695,699,12.98160872,ATM,Clothing,FR,12,0.0424064,0.016996891,0
9805,862,2869.691288,ATM,Clothing,UK,21,0.971181306,0.962200698,1
4763,45,224.3010123,POS,Grocery,TR,22,0.186726201,0.130418504,0
9641,737,22.16842906,QR,Travel,DE,4,0.976824351,0.73743908,1
327,101,92.70312819,QR,Food,FR,7,0.201697334,0.05409097,0
9020,217,164.1423777,POS,Food,US,23,0.046645231,0.039567836,0
1649,395,54.01865308,Online,Travel,US,14,0.212415303,0.121952251,0
3949,545,89.2376071,ATM,Electronics,UK,20,0.071625385,0.099492477,0
2739,387,80.36246908,POS,Food,FR,9,0.07862142,0.189111495,0
554,153,204.9366177,Online,Electronics,FR,10,0.214682758,0.138122117,0
7657,95,166.3985585,ATM,Grocery,FR,20,0.037730974,0.065188731,0
5952,987,108.6280872,ATM,Food,FR,12,0.073522355,0.030742212,0
8195,801,58.32157742,ATM,Clothing,US,16,0.080689658,0.03406247,0
1452,268,121.8366278,Online,Travel,FR,9,0.059067201,0.205381352,0
3323,778,80.63442309,ATM,Food,US,7,0.228435944,0.182988703,0
2447,764,72.46574367,ATM,Clothing,US,21,0.213166744,0.038240812,0
4070,851,86.70667072,QR,Grocery,FR,10,0.294200555,0.022698791,0
10,276,191.7101018,QR,Electronics,DE,7,0.192948952,0.29087095,0
5946,558,99.8893645,Online,Travel,TR,15,0.173249106,0.185318872,0
8581,958,39.74554168,POS,Travel,TR,21,0.157683958,0.065653189,0
3914,343,124.0162187,ATM,Grocery,DE,8,0.154241392,0.100495592,0
899,451,82.86446893,ATM,Clothing,US,7,0.158756025,0.062213671,0
6365,361,144.8212361,Online,Clothing,US,8,0.048958608,0.178574626,0
2707,349,70.47479257,QR,Food,FR,15,0.04263271,0.288311293,0
7687,38,103.5435935,Online,Food,UK,8,0.221212231,0.179772578,0
195,576,111.3131658,Online,Grocery,TR,15,0.081736886,0.197880277,0
3431,216,50.12831306,Online,Clothing,TR,16,0.285148949,0.00319689,0
5755,51,92.00710671,ATM,Electronics,FR,23,0.035087157,0.2564193,0
8943,599,142.811966,ATM,Travel,TR,11,0.136716185,0.170596164,0
8804,278,93.55995856,Online,Grocery,TR,6,0.217236775,0.054460994,0
8145,537,112.5710804,POS,Clothing,TR,10,0.232342851,0.233185008,0
6213,975,99.44004143,ATM,Electronics,US,10,0.129256316,0.136053181,0
9743,219,10,POS,Travel,NG,17,0.792294342,0.932033238,1
6584,974,135.2891943,POS,Electronics,FR,8,0.086598442,0.257439324,0
871,680,110.5407539,QR,Electronics,US,10,0.005402296,0.21486217,0
5160,458,120.725136,POS,Travel,DE,21,0.014602077,0.224246423,0
1450,16,148.3986872,Online,Food,FR,11,0.158067857,0.184673301,0
8854,404,80.04965749,Online,Food,TR,16,0.233361523,0.273120928,0
766,824,84.56612952,QR,Electronics,US,21,0.095599588,0.206751711,0
89,187,95.10746149,Online,Food,FR,10,0.254351577,0.20546326,0
1365,671,158.0804407,QR,Food,TR,17,0.191887683,0.143475794,0
3631,338,118.4051324,ATM,Electronics,DE,9,0.198570933,0.24456757,0
1808,919,97.79972275,Online,Clothing,DE,17,0.038275531,0.140676298,0
4416,430,113.1987155,Online,Travel,TR,12,0.278032014,0.023839115,0
377,735,81.14410632,POS,Travel,TR,22,0.044255399,0.018719546,0
8834,419,42.26739075,Online,Grocery,UK,16,0.056387481,0.193728637,0
1701,533,132.5044454,QR,Clothing,FR,8,0.154504872,0.227083453,0
9653,633,3454.921308,ATM,Grocery,US,13,0.988111111,0.762154794,1
1984,804,130.3414936,Online,Electronics,US,13,0.010379027,0.040844134,0
5776,687,46.2661201,QR,Clothing,DE,10,0.129598223,0.244659489,0
2869,62,1,POS,Travel,TR,22,0.00422495,0.06945479,0
8163,923,72.33789079,POS,Clothing,DE,20,0.024401625,0.023635319,0
269,454,178.9544728,Online,Food,DE,6,0.100712987,0.203010845,0
5074,621,16.39072455,QR,Grocery,US,22,0.170467087,0.041827556,0
6304,20,148.0880091,QR,Travel,TR,19,0.189231003,0.115297873,0
8873,839,163.7640497,POS,Clothing,US,12,0.234187903,0.015103505,0
1457,6,110.7799842,QR,Electronics,FR,8,0.157250994,0.181550247,0
1851,457,79.66123919,POS,Food,FR,16,0.264319388,0.180148107,0
7772,682,111.2594612,POS,Travel,TR,14,0.164366795,0.237943361,0
8052,291,102.8977584,QR,Grocery,FR,20,0.085844523,0.185342128,0
820,937,84.27926083,POS,Grocery,FR,9,0.171518392,0.293394095,0
213,971,4.733477377,ATM,Grocery,TR,10,0.255520348,0.160594726,0
4779,199,112.2716362,POS,Travel,DE,17,0.23230803,0.06997701,0
4853,338,103.6198324,QR,Clothing,TR,7,0.190004454,0.180110374,0
7641,517,101.5874379,POS,Food,TR,9,0.262485329,0.212290188,0
4801,962,229.5847361,Online,Clothing,UK,16,0.074939767,0.20251498,0
2892,179,119.5540175,POS,Grocery,TR,15,0.022268335,0.220196862,0
9771,584,2182.153215,ATM,Grocery,NG,0,0.755598695,0.904903533,1
6554,82,99.155851,QR,Clothing,FR,23,0.225275096,0.25634779,0
9422,236,84.66561818,QR,Food,DE,12,0.25673803,0.226698253,0
6054,947,117.1478134,QR,Grocery,TR,9,0.16616953,0.127455556,0
7338,458,104.6510644,QR,Clothing,UK,6,0.296452693,0.223246071,0
4130,920,9.961277061,QR,Travel,DE,9,0.121868726,0.194186057,0
5077,583,45.13538651,ATM,Electronics,DE,13,0.293268858,0.09344846,0
754,862,30.92836737,QR,Electronics,UK,22,0.059293103,0.155547656,0
2445,883,65.27165273,POS,Clothing,TR,7,0.149181906,0.121792658,0
6247,715,107.4225142,Online,Clothing,FR,6,0.23580738,0.217853873,0
1065,668,117.552624,Online,Clothing,US,16,0.292824712,0.253666714,0
3437,168,145.4616971,ATM,Electronics,DE,7,0.000635842,0.163589297,0
2273,903,55.45978671,QR,Clothing,FR,6,0.287267908,0.068800381,0
7685,690,96.06950991,QR,Electronics,DE,7,0.07667897,0.219848172,0
6130,972,140.318005,Online,Clothing,DE,13,0.010034119,0.112627278,0
7155,967,101.1200794,QR,Clothing,US,20,0.140158633,0.116097769,0
1150,506,68.08483793,QR,Food,TR,21,0.215979653,0.127918898,0
8881,629,145.2661548,QR,Travel,TR,23,0.159072535,0.0621461,0
4419,434,138.3493966,POS,Food,DE,17,0.072854312,0.268607845,0
7578,108,64.3722673,POS,Travel,TR,14,0.047356322,0.289671864,0
1163,914,70.42780902,QR,Grocery,UK,11,0.278708379,0.077704653,0
4985,853,68.80817413,Online,Travel,US,15,0.125646978,0.074540013,0
8555,556,166.4370715,ATM,Grocery,UK,7,0.045260948,0.055680179,0
1526,731,37.41982038,QR,Grocery,TR,8,0.207097694,0.220656378,0
527,522,48.27643215,POS,Electronics,DE,16,0.143865005,0.130362082,0
7568,856,132.9424571,QR,Clothing,UK,19,0.248373703,0.299276239,0
672,104,44.76368475,ATM,Clothing,UK,11,0.029473133,0.173695776,0
1853,850,24.4472983,QR,Travel,US,14,0.292986186,0.062488362,0
6601,665,114.1739238,ATM,Food,UK,22,0.256514173,0.295566155,0
8996,298,187.5420536,Online,Food,UK,19,0.089802411,0.229921312,0
3284,986,141.6639309,QR,Clothing,US,22,0.091300612,0.183765181,0
1131,649,86.26775757,Online,Clothing,UK,9,0.294889247,0.015717999,0
8833,663,96.82128614,Online,Electronics,UK,21,0.093586541,0.03145743,0
6360,73,68.54219069,POS,Travel,UK,17,0.238459685,0.132683622,0
3393,366,159.8720688,Online,Travel,FR,17,0.228171265,0.230706135,0
2306,821,90.88015063,QR,Electronics,UK,10,0.203322427,0.027748579,0
5814,395,167.1354719,QR,Food,FR,8,0.283188032,0.182651328,0
2401,834,60.63370437,ATM,Food,US,13,0.064397251,0.055724245,0
3908,530,114.1003493,Online,Electronics,US,21,0.051481721,0.194493319,0
6689,721,87.54747194,POS,Electronics,UK,18,0.137617831,0.008311532,0
8348,782,152.5790523,Online,Food,US,8,0.006042275,0.148333581,0
8415,131,26.19012796,Online,Travel,DE,13,0.080376622,0.262456704,0
6957,201,69.58008435,ATM,Travel,US,13,0.226295701,0.10855016,0
3882,628,173.0512811,ATM,Travel,UK,17,0.101882479,0.190197574,0
1384,288,71.63180972,Online,Electronics,TR,18,0.247541003,0.055618999,0
7757,786,103.8289966,QR,Grocery,UK,10,0.210288164,0.184295162,0
2866,765,118.1484646,QR,Food,US,7,0.16352149,0.129494588,0
1361,238,44.92581215,ATM,Clothing,TR,11,0.250340476,0.002507722,0
5005,841,126.0302359,Online,Electronics,DE,19,0.138605093,0.220986568,0
410,643,152.1922721,POS,Clothing,TR,14,0.18466585,0.263854986,0
5733,415,198.0003759,ATM,Food,UK,13,0.181015855,0.082160133,0
8270,998,12.40182326,QR,Grocery,FR,9,0.060505413,0.001323735,0
2443,445,119.7064448,Online,Travel,FR,22,0.034367777,0.268619906,0
7458,391,117.9193307,QR,Electronics,UK,23,0.266620129,0.10974856,0
8860,305,73.63784861,Online,Electronics,US,23,0.028819145,0.232294202,0
3380,304,79.42706846,ATM,Travel,FR,13,0.116927022,0.05049753,0
7958,635,182.9217954,ATM,Food,TR,16,0.163163061,0.202710786,0
6210,535,135.9050394,Online,Clothing,UK,14,0.106286504,0.162095735,0
320,43,41.42477959,QR,Electronics,UK,20,0.155846161,0.197193395,0
9263,156,98.92395027,ATM,Clothing,FR,22,0.130388479,0.146738255,0
5529,197,94.95775908,POS,Travel,UK,15,0.003644231,0.038514378,0
9001,55,165.8439919,Online,Electronics,FR,21,0.206564335,0.221110702,0
5587,937,152.6225316,QR,Grocery,TR,18,0.199988595,0.247435867,0
6329,909,110.9619459,ATM,Electronics,DE,16,0.090831699,0.011913886,0
8247,81,133.7780949,POS,Travel,US,22,0.07929348,0.16838574,0
2171,724,166.5079678,QR,Travel,TR,7,0.246307172,0.074859332,0
2343,307,1,QR,Food,UK,8,0.127800227,0.23841564,0
7413,234,32.19938642,POS,Food,TR,9,0.06921671,0.279650678,0
1873,111,131.2985237,QR,Travel,US,16,0.232296707,0.254127498,0
1942,222,49.91890673,QR,Clothing,UK,7,0.284916257,0.110747912,0
3715,178,145.8971596,POS,Electronics,US,23,0.257246246,0.058711142,0
1892,833,180.3927168,POS,Grocery,US,11,0.110090072,0.158414227,0
4792,89,51.4850252,QR,Travel,TR,18,0.220978628,0.118069744,0
8202,978,148.3906105,QR,Grocery,TR,9,0.106185404,0.102040705,0
839,152,52.69850868,Online,Grocery,FR,14,0.057104545,0.282278608,0
1093,744,58.05157802,ATM,Grocery,UK,22,0.243016277,0.079706589,0
8713,812,1,POS,Food,UK,12,0.225979529,0.199263365,0
4262,97,73.3770508,QR,Clothing,FR,18,0.136440524,0.22904319,0
268,891,111.2629227,Online,Electronics,US,7,0.246547738,0.153776097,0
7495,854,2.551818089,QR,Grocery,UK,20,0.243866641,0.175973111,0
8363,316,20.69155665,ATM,Electronics,DE,12,0.298586214,0.270448159,0
171,440,188.1063832,POS,Grocery,TR,6,0.015815505,0.045184952,0
3688,464,74.26785959,Online,Electronics,DE,6,0.228503589,0.055308248,0
8980,334,1,QR,Food,DE,20,0.017431059,0.105118577,0
448,25,86.06455379,QR,Electronics,FR,17,0.243729206,0.089398822,0
4287,756,44.36477025,POS,Travel,US,12,0.196795965,0.030490568,0
5619,640,79.24768457,POS,Electronics,TR,11,0.268632539,0.176149523,0
4506,703,52.75651139,Online,Electronics,UK,16,0.134337159,0.150659569,0
1915,627,81.77729325,POS,Food,TR,17,0.219436878,0.166958036,0
3361,562,146.3087263,POS,Clothing,FR,10,0.038067874,0.045069913,0
8641,105,61.07086771,Online,Grocery,TR,16,0.269777465,0.195483571,0
3196,767,24.78766645,QR,Grocery,FR,23,0.271120375,0.163130723,0
1760,916,42.87023653,Online,Clothing,FR,20,0.03234935,0.279392081,0
3400,864,77.9718233,ATM,Electronics,FR,16,0.172572047,0.218880334,0
3272,474,228.8527165,Online,Food,DE,12,0.224971916,0.121136716,0
5507,386,114.8700346,ATM,Clothing,FR,12,0.251666425,0.094044911,0
6177,804,125.0374183,QR,Travel,TR,10,0.270743742,0.19357521,0
2170,765,98.55751399,ATM,Travel,TR,11,0.079489239,0.198244554,0
6703,502,58.03552316,Online,Grocery,TR,7,0.0264638,0.239222924,0
1975,357,110.9305743,ATM,Grocery,UK,21,0.053590448,0.260951207,0
8213,873,126.9388563,Online,Grocery,US,12,0.130673349,0.272578976,0
6176,661,57.45107854,ATM,Food,UK,20,0.185942791,0.030880511,0
1192,60,119.566879,ATM,Clothing,FR,11,0.0228472,0.184135317,0
1530,684,92.45316916,ATM,Electronics,FR,7,0.044607753,0.205975252,0
6347,387,126.6016163,Online,Travel,US,9,0.247811245,0.155834851,0
1432,140,115.918647,ATM,Grocery,DE,21,0.085901268,0.061248427,0
8589,962,179.0363521,ATM,Clothing,UK,21,0.248191673,0.131754032,0
4756,354,85.26444806,POS,Electronics,UK,19,0.163769951,0.277816699,0
5670,411,1,POS,Travel,UK,7,0.249443419,0.076471474,0
2244,179,61.04737978,POS,Food,FR,20,0.008956358,0.00582321,0
7970,410,55.40403669,Online,Clothing,US,22,0.080102475,0.1932178,0
547,273,92.59032293,ATM,Food,DE,13,0.100948123,0.294441023,0
5510,226,116.3505365,Online,Clothing,UK,10,0.091781616,0.121021242,0
2531,695,88.95498745,POS,Electronics,FR,15,0.243920061,0.275724317,0
3664,332,168.8773761,POS,Clothing,US,7,0.292328858,0.001185047,0
3969,755,88.9908943,Online,Clothing,TR,15,0.220563905,0.131760953,0
8054,798,137.0452317,POS,Electronics,FR,13,0.044409746,0.259845955,0
9679,80,402.5086928,Online,Travel,UK,5,0.885083112,0.970383997,1
8902,182,103.7124791,ATM,Electronics,US,10,0.113818535,0.118273195,0
4686,167,45.3860918,POS,Food,DE,23,0.111028896,0.172677761,0
3528,663,195.4648525,POS,Travel,DE,19,0.11956883,0.044182364,0
7111,994,12.71320427,Online,Clothing,US,21,0.010012171,0.061252054,0
5817,83,161.0235562,QR,Grocery,TR,18,0.127821809,0.221715243,0
9270,394,235.8476517,Online,Travel,TR,11,0.191612011,0.032440111,0
2275,666,92.63199326,QR,Travel,US,8,0.142340179,0.027749441,0
2017,165,209.6801308,ATM,Travel,UK,20,0.037721157,0.045236711,0
1363,598,81.86985832,QR,Clothing,DE,17,0.233388939,0.100531412,0
221,928,107.6672384,POS,Electronics,FR,22,0.143842113,0.202221603,0
4356,105,71.36864987,QR,Electronics,DE,9,0.127760363,0.167309365,0
9635,939,1011.084102,Online,Food,TR,3,0.750060851,0.882233918,1
8679,655,18.82064572,ATM,Travel,UK,8,0.074877068,0.187385722,0
9627,98,822.8542516,QR,Electronics,NG,11,0.94573996,0.825315014,1
405,503,148.2300879,Online,Food,FR,16,0.21550598,0.042824033,0
9135,408,77.74982587,Online,Food,UK,9,0.078099282,0.291621711,0
8516,833,109.8495578,POS,Food,US,21,0.014304467,0.096107374,0
7314,118,155.98502,Online,Grocery,TR,14,0.257364767,0.108174872,0
8988,252,122.6561554,QR,Clothing,FR,7,0.111723421,0.17650934,0
8083,603,61.358327,Online,Clothing,TR,14,0.086370223,0.150398616,0
1766,303,102.5789545,ATM,Food,TR,23,0.247765902,0.073748813,0
4467,984,114.0687067,POS,Food,US,14,0.214274515,0.019599145,0
3745,849,98.03093511,POS,Food,UK,18,0.011365082,0.166417966,0
3113,77,22.25255883,Online,Food,DE,15,0.021431629,0.063368359,0
4008,190,119.8484146,Online,Electronics,DE,11,0.213967789,0.138367986,0
9097,991,161.8117562,QR,Electronics,UK,7,0.24050121,0.117068087,0
1159,378,67.63113647,QR,Food,FR,13,0.154735561,0.141880948,0
6771,725,61.82297065,POS,Food,FR,12,0.076280554,0.012474394,0
3098,737,1,POS,Electronics,UK,14,0.014360057,0.054734015,0
2426,687,86.36697799,Online,Electronics,DE,7,0.08657481,0.003193203,0
375,390,20.83472052,ATM,Travel,UK,12,0.19235685,0.21475565,0
8252,503,93.7459734,ATM,Electronics,US,12,0.218830013,0.038310359,0
4447,533,102.1685978,POS,Clothing,DE,6,0.015837898,0.073161955,0
2057,225,76.75883224,POS,Travel,DE,19,0.257547713,0.109881388,0
